name,distance_from_earth,planet_mass,planet_type,planet_radius,distance_from_their_sun,orbital_period,gravity,orbital_speed,specifications
K2-245 b,1512,17.4,Neptune-like,4.3344,0.0959 AU,11.9 days,9.094567782,876.2925926,['gravity']
K2-246 b,2359,12,Neptune-like,3.4832,0.0602 AU,5.8 days,9.712146256,1128.615453,['gravity']
K2-247 b,849,5.14,Neptune-like,2.12,0.0304 AU,2.3 days,11.23006289,1437.219968,['gravity']
K2-247 c,849,5.43,Neptune-like,2.19,0.0615 AU,6.5 days,11.11737848,1028.819658,['gravity']
K2-248 b,1339,7.13,Neptune-like,2.5648,0.0699 AU,7.2 days,10.64322666,1055.655401,['gravity']
K2-249 b,1723,8.2,Neptune-like,2.7888,0.1151 AU,12.4 days,10.35308797,1009.325239,['gravity']
K2-24 b,559,19,Neptune-like,5.3984,0.154 AU,20.9 days,6.40197937,801.2202729,['gravity']
K2-24 c,559,15.4,Neptune-like,7.4928,0.247 AU,42.3 days,2.693538771,634.9420366,['gravity']
K2-250 b,1362,6.53,Neptune-like,2.4416,0.0459 AU,4 days,10.75610269,1247.7575,['gravity']
K2-251 b,482,6.12,Neptune-like,2.352,0.0694 AU,9.3 days,10.86344522,811.4355237,['gravity']
K2-252 b,750,3.68,Super Earth,1.74,0.1041,13.8,11.93548615,820.255475,"['gravity', 'planet_type']"
K2-254 b,748,3.29,Super Earth,1.63,0.0448,4.1,12.15938138,1188.151039,"['gravity', 'planet_type']"
K2-254 c,748,5.43,Neptune-like,2.19,0.0923 AU,12.1 days,11.11737848,829.4569024,['gravity']
K2-255 b,628,8.75,Neptune-like,2.9008,0.0274 AU,2 days,10.21088231,1489.697407,['gravity']
K2-256 b,1894,7.41,Neptune-like,2.632,0.0578 AU,5.5 days,10.50357714,1142.727407,['gravity']
K2-257 b,209,0.498,Terrestrial,0.83,0.0216,1.6,7.098456891,1467.95,"['gravity', 'planet_type']"
K2-258 b,2203,9.27,Neptune-like,3.0016,0.149 AU,19.1 days,10.10333823,848.2627497,['gravity']
K2-259 b,1377,5.99,Neptune-like,2.3184,0.1271 AU,15.5 days,10.94311284,891.6437037,['gravity']
K2-25 b,147,11.6,Neptune-like,3.4272,Unknown,3.5 days,9.697725392,3948.707831,['gravity']
K2-260 b,2206,451.276,Gas Giant,17.3824,0.0404 AU,2.6 days,14.6660631,1689.606268,['gravity']
K2-261 b,700,70.8694,Gas Giant,9.52,0.102 AU,11.6 days,7.678486947,956.1360153,['gravity']
K2-263 b,532,14.8,Super Earth,2.408,0.2573,50.8,25.06337438,550.7488116,"['gravity', 'planet_type']"
K2-264 b,610,5.61,Neptune-like,2.231,0.05023 AU,5.8 days,11.06762694,941.7002363,['gravity']
K2-264 c,610,7.6,Neptune-like,2.6656,0.11283 AU,19.7 days,10.5030256,622.7817202,['gravity']
K2-265 b,454,6.54,Super Earth,1.71,0.03376,2.4,21.9622241,1529.567654,"['gravity', 'planet_type']"
K2-266 b,252,11.26782,Neptune-like,3.2928,0.01306 AU,0.7 days,10.20469398,2028.722434,['gravity']
K2-266 c,252,0.29013,Terrestrial,0.705,0.0679,7.8,5.73198698,946.5698481,"['gravity', 'planet_type']"
K2-266 d,252,8.9,Neptune-like,2.9232,0.1035 AU,14.7 days,10.22736458,765.5975057,['gravity']
K2-266 e,252,14.3,Neptune-like,2.7328,0.1249 AU,19.5 days,18.80230662,696.4746629,['gravity']
K2-268 b,1081,2.57,Super Earth,1.41,0.0308,2.2,12.69362574,1522.318519,"['gravity', 'planet_type']"
K2-268 c,1081,7.7,Neptune-like,2.688,0.0819 AU,9.3 days,10.46460856,957.5874552,['gravity']
K2-269 b,1181,3.09,Super Earth,1.57,0.0531,4.1,12.30977077,1408.277236,"['gravity', 'planet_type']"
K2-26 b,324,7.61,Neptune-like,2.6656,0.0962 AU,14.6 days,10.51684537,716.4728057,['gravity']
K2-270 b,925,2.48,Super Earth,1.38,0.0247,1.5,12.78746032,1790.536543,"['gravity', 'planet_type']"
K2-270 c,925,9.01,Neptune-like,2.9456,0.0497 AU,4.4 days,10.19689717,1228.234259,['gravity']
K2-271 b,1864,41.6318,Gas Giant,7.2688,0.077 AU,8.6 days,7.73731968,973.5757967,['gravity']
K2-272 b,1391,8.8,Neptune-like,2.912,0.1081 AU,14.5 days,10.19038805,810.6533589,['gravity']
K2-273 b,1013,17.9,Neptune-like,4.4128,0.0974 AU,11.7 days,9.026415756,905.2125989,['gravity']
K2-274 b,759,5.48,Neptune-like,2.2,0.1064 AU,14.1 days,11.11798255,820.5404781,['gravity']
K2-275 b,405,5.65,Neptune-like,2.24,0.04 AU,3.3 days,11.05715003,1318.024691,['gravity']
K2-275 c,405,6.08,Neptune-like,2.3408,0.075 AU,8.4 days,10.89596634,970.8664021,['gravity']
K2-276 b,1598,13.7,Neptune-like,3.7632,0.1291 AU,18.7 days,9.499412751,750.6925926,['gravity']
K2-277 b,370,4.94,Super Earth,2.07,0.0675,6.3,11.32079821,1165.039683,"['gravity', 'planet_type']"
K2-278 b,2623,9.17,Neptune-like,2.9792,0.0488 AU,3.3 days,10.14520456,1607.990123,['gravity']
K2-279 b,600,1.92,Super Earth,1.21,0.067,7.1,12.87719521,1026.110068,"['gravity', 'planet_type']"
K2-27 b,820,30.9,Neptune-like,4.48,0.06702 AU,6.8 days,15.11796177,1071.699444,['gravity']
K2-280 b,1295,45.7632,Gas Giant,7.6608,0.1488 AU,19.9 days,7.657004942,813.0689001,['gravity']
K2-281 b,1520,50.848,Gas Giant,8.176,0.0773 AU,8.7 days,7.469351565,966.1348233,['gravity']
K2-282 b,1638,8.35,Neptune-like,2.8224,0.0499 AU,4.2 days,10.29295656,1291.899559,['gravity']
K2-283 b,1332,12.2,Neptune-like,3.5168,0.0291 AU,1.9 days,9.686241223,1665.393567,['gravity']
K2-284 b,351,8.15,Neptune-like,2.7776,0.04771 AU,4.8 days,10.37311023,1080.800841,['gravity']
K2-285 b,508,9.68,Super Earth,2.5872,0.03817,3.5,14.20058198,1185.855058,"['gravity', 'planet_type']"
K2-285 c,508,15.68,Neptune-like,3.528,0.0824 AU,7.1 days,12.37028475,1261.962233,['gravity']
K2-285 d,508,6.5,Neptune-like,2.4752,0.1178 AU,10.5 days,10.41798086,1219.925996,['gravity']
K2-285 e,508,10.7,Neptune-like,1.95,0.18041 AU,14.8 days,27.63155628,1325.489787,['gravity']
K2-286 b,249,5.06,Neptune-like,2.1,0.1768 AU,27.4 days,11.26685535,701.6316842,['gravity']
K2-287 b,519,100.107,Gas Giant,9.4864,0.1206 AU,14.9 days,10.92326254,880.1131991,['gravity']
K2-288 B b,214,4.27,Super Earth,1.9,0.164,31.4,11.61479274,567.9259259,"['gravity', 'planet_type']"
K2-289 b,883,61.0176,Gas Giant,9.0944,0.107 AU,13.2 days,7.244323053,881.4290123,['gravity']
K2-28 b,206,5.99,Neptune-like,2.3184,0.0214 AU,2.3 days,10.94311284,1011.727214,['gravity']
K2-290 b,897,10.9,Super Earth,3.0576,0.0923,9.2,11.44869405,1090.916143,"['gravity', 'planet_type']"
K2-290 c,897,245.9772,Gas Giant,11.2672,0.305 AU,48.4 days,19.02626923,685.223064,['gravity']
K2-291 b,295,6.49,Super Earth,1.589,0.03261,2.2,25.2399037,1611.779444,"['gravity', 'planet_type']"
K2-292 b,373,24.5,Neptune-like,2.632,0.13 AU,17 days,34.72842644,831.5185185,['gravity']
K2-293 b,1294,6.57,Neptune-like,2.4528,Unknown,13.1 days,10.72338468,1079.069833,['gravity']
K2-294 b,1230,3.39,Super Earth,1.66,Unknown,2.5 days,12.08020525,5654.325926,"['gravity', 'planet_type']"
K2-295 b,736,106.463,Gas Giant,10.0464,0.0451 AU,4 days,10.35782477,1226.010093,['gravity']
K2-29 b,585,231.994,Gas Giant,13.328,0.04217 AU,3.3 days,12.82441537,1389.527531,['gravity']
K2-308 b,,70.5516,Gas Giant,9.9008,Unknown,3.4 days,7.067357869,1348.659074,['gravity']
K2-30 b,1097,184.0062,Gas Giant,11.6368,0.04839 AU,4.1 days,13.34308054,1283.362249,['gravity']
K2-315 b,185,0.809,Terrestrial,0.95,Unknown,3.1 days,8.802217634,1697.350072,"['gravity', 'planet_type']"
K2-316 b,368,2.33,Super Earth,1.33,0.0147,1.1,12.93431491,1453.122222,"['gravity', 'planet_type']"
K2-316 c,368,4.01,Super Earth,1.83,0.0582,5.3,11.75798724,1194.055765,"['gravity', 'planet_type']"
K2-317 b,578,8.91,Neptune-like,2.9232,0.0542 AU,6.2 days,10.238856,950.5721625,['gravity']
K2-318 b,484,3.39,Super Earth,1.66,0.0911,7,12.08020525,1415.134868,"['gravity', 'planet_type']"
K2-319 b,687,8.2,Neptune-like,2.7888,0.1516 AU,26.7 days,10.35308797,617.3983077,['gravity']
K2-31 b,362,563.7772,Gas Giant,11.872,0.022 AU,1.3 days,39.27810472,1840.165242,['gravity']
K2-320 b,356,7.37,Neptune-like,2.6208,0.0142 AU,2 days,10.53635801,772.032963,['gravity']
K2-321 b,254,4.46,Super Earth,1.95,0.041,2.3,11.51745243,1938.355878,"['gravity', 'planet_type']"
K2-322 b,404,4.35,Super Earth,1.92,0.0594,8.2,11.58717566,787.6804878,"['gravity', 'planet_type']"
K2-323 b,387,5.06,Neptune-like,2.1,0.1275 AU,24.9 days,11.26685535,556.786033,['gravity']
K2-324 b,447,6.48,Neptune-like,2.4304,0.0331 AU,3.3 days,10.77234575,1090.665432,['gravity']
K2-325 b,365,5.48,Neptune-like,2.2,0.0419 AU,6.9 days,11.11798255,660.3017177,['gravity']
K2-326 b,928,5.82,Neptune-like,2.2736,0.0198 AU,1.3 days,11.05568496,1656.148718,['gravity']
K2-32 b,517,16.5,Neptune-like,4.9616,0.08035 AU,9 days,6.581596262,970.7801029,['gravity']
K2-32 c,517,12.1,Neptune-like,2.7328,0.1399 AU,20.7 days,15.90964406,734.8942745,['gravity']
K2-32 d,517,10.3,Neptune-like,3.2704,0.1862 AU,31.7 days,9.456409436,638.7014605,['gravity']
K2-32 e,517,1.01,Super Earth,1.01,0.04951,4.3,9.722308943,1251.993187,"['gravity', 'planet_type']"
K2-33 b,456,1175.86,Neptune-like,5.04,0.0409 AU,5.4 days,454.5538445,823.5823731,[]
K2-34 b,1149,539.6244,Gas Giant,13.944,0.0426 AU,3 days,27.25257991,1544.065926,['gravity']
K2-35 b,830,4.38,Super Earth,1.93,0.055,5.6,11.54649797,1067.953042,"['gravity', 'planet_type']"
K2-35 c,830,2.3,Super Earth,1.32,0.031,2.4,12.96196262,1404.520062,"['gravity', 'planet_type']"
K2-36 b,359,3.9,Super Earth,1.43,0.0223,1.4,18.72765168,1732.025661,"['gravity', 'planet_type']"
K2-36 c,359,7.8,Neptune-like,3.192,0.054 AU,5.3 days,7.517260988,1107.886792,['gravity']
K2-37 b,590,3.22,Super Earth,1.61,0.0511,4.4,12.19817644,1262.832407,"['gravity', 'planet_type']"
K2-37 c,590,8,Neptune-like,2.744,0.0654 AU,6.4 days,10.43308064,1111.156597,['gravity']
K2-37 d,590,7.9,Neptune-like,2.7328,0.1103 AU,14.1 days,10.38728827,850.6166798,['gravity']
K2-38 b,632,19.0698,Super Earth,1.906,0.05073,4,51.54554512,1379.057472,"['gravity', 'planet_type']"
K2-38 c,632,9.9,Super Earth,2.4192,0.0964,10.6,16.61048977,988.8915444,"['gravity', 'planet_type']"
K2-39 b,1012,28.6047,Neptune-like,6.272,0.05708 AU,4.6 days,7.140293919,1349.284799,['gravity']
K2-3 b,147,6.48,Super Earth,1.98,0.074,10.1,16.23063146,796.6872021,"['gravity', 'planet_type']"
K2-3 c,147,2.14,Super Earth,1.56,0.1345,24.6,8.634861337,594.5175399,"['gravity', 'planet_type']"
K2-3 d,147,2.8,Super Earth,1.53,0.2097,44.6,11.74534995,511.2591181,"['gravity', 'planet_type']"
K2-42 b,1309,5.27,Neptune-like,2.15,0.0617 AU,6.7 days,11.19501002,1001.354505,['gravity']
K2-43 b,599,18.5,Neptune-like,4.5024,0.03784 AU,3.5 days,8.961369156,1175.602709,['gravity']
K2-43 c,599,6.44,Neptune-like,2.4192,Unknown,2.2 days,10.80520749,1870.277037,['gravity']
K2-44 b,1576,7.85,Neptune-like,2.7216,0.0651 AU,5.7 days,10.40667173,1241.891423,['gravity']
K2-45 b,1639,36.4,Neptune-like,6.7088,0.0224 AU,1.7 days,7.941498985,1432.77037,['gravity']
K2-46 b,1484,4.86,Super Earth,2.05,0.13821,19.2,11.35584192,782.736765,"['gravity', 'planet_type']"
K2-47 b,1153,4.23,Super Earth,1.89,0.1779,31.6,11.62806766,612.1619902,"['gravity', 'planet_type']"
K2-48 b,1033,5.65,Neptune-like,2.24,0.1344 AU,20.5 days,11.05715003,712.8906233,['gravity']
K2-49 b,1511,4.38,Super Earth,1.93,0.0309,2.8,11.54649797,1199.990873,"['gravity', 'planet_type']"
K2-4 b,761,5.06,Neptune-like,2.1,0.078 AU,10 days,11.26685535,848.1488889,['gravity']
K2-50 b,846,3.15,Super Earth,1.59,0.0705,8.8,12.23508797,871.1319444,"['gravity', 'planet_type']"
K2-52 b,3398,45763.2,Gas Giant,17.9872,0.054 AU,3.5 days,1388.92901,1677.657143,[]
K2-53 b,454,7.27,Neptune-like,2.5984,0.098 AU,12.2 days,10.57336408,873.4614451,['gravity']
K2-54 b,574,1.6,Super Earth,1.15,0.0671,9.8,11.87996314,744.5158352,"['gravity', 'planet_type']"
K2-55 b,523,14,Neptune-like,3.8192,0.03486 AU,2.8 days,9.424840811,1353.776111,['gravity']
K2-57 b,868,5.06,Neptune-like,2.1,0.0746 AU,9 days,11.26685535,901.3092181,['gravity']
K2-58 b,596,7.65,Neptune-like,2.6768,0.0692 AU,7.1 days,10.48383987,1059.803234,['gravity']
K2-58 c,596,3.26,Super Earth,1.62,0.035,2.5,12.19771164,1522.318519,"['gravity', 'planet_type']"
K2-58 d,596,3.57,Super Earth,1.71,0.1517,22.9,11.98855352,720.3235161,"['gravity', 'planet_type']"
K2-59 b,1025,6.39,Neptune-like,2.408,0.1354 AU,20.7 days,10.82128124,711.2557882,['gravity']
K2-59 c,1025,5.9,Neptune-like,2.296,0.0905 AU,11.3 days,10.99003398,870.858571,['gravity']
K2-5 b,666,4.31,Super Earth,1.91,0.0532,5.7,11.60115761,1014.879012,"['gravity', 'planet_type']"
K2-5 c,666,5.73,Neptune-like,2.2624,0.0818 AU,10.9 days,10.99275703,816.0265715,['gravity']
K2-60 b,1627,135.3828,Gas Giant,7.6496,0.045 AU,3 days,22.71835233,1631.055556,['gravity']
K2-61 b,1339,6.71,Neptune-like,2.4752,0.0392 AU,2.6 days,10.75456178,1639.419943,['gravity']
K2-62 b,368,5.22,Neptune-like,2.14,0.0636 AU,6.7 days,11.19267124,1032.190381,['gravity']
K2-62 c,368,5.22,Neptune-like,2.14,0.1148 AU,16.2 days,11.19267124,770.5562872,['gravity']
K2-63 b,1711,10.5,Neptune-like,3.2144,0.1627 AU,20.3 days,9.978844417,871.5032476,['gravity']
K2-63 c,1711,14.5,Neptune-like,3.8976,0.189 AU,25.5 days,9.372690154,805.9333333,['gravity']
K2-64 b,1653,4.94,Super Earth,2.07,0.0619,6.5,11.32079821,1035.511168,"['gravity', 'planet_type']"
K2-65 b,255,3.12,Super Earth,1.58,0.1014,12.6,12.2724483,875.0742504,"['gravity', 'planet_type']"
K2-66 b,1698,21.3,Super Earth,2.4864,0.05983,5.1,33.83205673,1275.634691,"['gravity', 'planet_type']"
K2-68 b,553,3.12,Super Earth,1.58,0.0708,8.1,12.2724483,950.4422497,"['gravity', 'planet_type']"
K2-69 b,592,5.99,Neptune-like,2.3184,0.0591 AU,7.1 days,10.94311284,905.1209703,['gravity']
K2-6 b,1043,6.8,Neptune-like,2.4976,0.1898 AU,30.9 days,10.70419304,667.9058133,['gravity']
K2-70 b,765,8.7,Neptune-like,2.8896,0.1112 AU,14 days,10.23138875,863.6827513,['gravity']
K2-71 b,502,5.27,Neptune-like,2.15,0.0559 AU,7 days,11.19501002,868.3429101,['gravity']
K2-72 b,217,1.28,Super Earth,1.08,0.04,5.6,10.77589249,776.6931217,"['gravity', 'planet_type']"
K2-72 c,217,1.65,Super Earth,1.16,0.078,15.2,12.04089466,557.9926901,"['gravity', 'planet_type']"
K2-72 d,217,1.01,Super Earth,1.01,0.05,7.8,9.722308943,697.0322887,"['gravity', 'planet_type']"
K2-72 e,217,2.21,Super Earth,1.29,0.106,24.2,13.04078228,476.2861953,"['gravity', 'planet_type']"
K2-73 b,885,6.57,Neptune-like,2.4528,0.07619 AU,7.5 days,10.72338468,1104.623314,['gravity']
K2-74 b,1246,5.95,Neptune-like,2.3072,0.1402 AU,19.6 days,10.97582745,777.8026833,['gravity']
K2-75 b,1862,7.61,Neptune-like,2.6656,0.081 AU,7.8 days,10.51684537,1129.192308,['gravity']
K2-75 c,1862,8.1,Neptune-like,2.7664,0.1429 AU,18.3 days,10.393118,849.0995952,['gravity']
K2-77 b,464,603.82,Neptune-like,2.296,0.076 AU,8.2 days,1124.746156,1007.806685,[]
K2-79 b,841,13.2,Neptune-like,3.6848,0.0987 AU,11 days,9.54633963,975.6677778,['gravity']
K2-7 b,2462,7.61,Neptune-like,2.6656,0.1814 AU,28.7 days,10.51684537,687.278694,['gravity']
K2-80 b,659,4.7,Super Earth,2.01,0.135,19.1,11.42343025,768.5602094,"['gravity', 'planet_type']"
K2-80 c,659,2.76,Super Earth,1.47,0.0596,5.6,12.54195401,1157.272751,"['gravity', 'planet_type']"
K2-80 d,659,7.04,Neptune-like,2.5536,Unknown,28.9 days,10.6012655,224.2466231,['gravity']
K2-81 b,829,4.54,Super Earth,1.97,0.059,6.1,11.48720024,1051.718883,"['gravity', 'planet_type']"
K2-83 b,411,2.08,Super Earth,1.244,0.03014,2.7,13.19815929,1213.827517,"['gravity', 'planet_type']"
K2-83 c,411,2.8,Super Earth,1.483,0.07131,10,12.50162652,775.4038111,"['gravity', 'planet_type']"
K2-84 b,937,6.39,Neptune-like,2.408,0.0665 AU,6.4 days,10.82128124,1129.845775,['gravity']
K2-84 c,937,4.78,Super Earth,2.03,0.1768,27.9,11.39007574,689.0576397,"['gravity', 'planet_type']"
K2-85 b,318,1.01,Super Earth,1.01,0.01263,0.7,9.722308943,1961.926825,"['gravity', 'planet_type']"
K2-86 b,850,4.5,Super Earth,1.96,0.077,8.8,11.5024714,951.4490741,"['gravity', 'planet_type']"
K2-87 b,1643,44.8098,Gas Giant,7.5936,0.094 AU,9.7 days,7.630770001,1053.740359,['gravity']
K2-88 b,362,2.04,Super Earth,1.23,0.0345,4.6,13.2406936,815.5277778,"['gravity', 'planet_type']"
K2-89 b,281,0.17,Terrestrial,0.615,0.01462,1.1,4.413564533,1445.214074,"['gravity', 'planet_type']"
K2-8 b,1331,12.5,Neptune-like,3.5728,0.0856 AU,10.4 days,9.615755074,894.9894587,['gravity']
K2-8 c,1331,6.39,Neptune-like,2.408,0.0532 AU,5.1 days,10.82128124,1134.276543,['gravity']
K2-90 b,440,7.27,Neptune-like,2.5984,0.096 AU,13.7 days,10.57336408,761.9529603,['gravity']
K2-90 c,440,2.24,Super Earth,1.3,0.035,2.9,13.01523772,1312.34355,"['gravity', 'planet_type']"
K2-91 b,204,1.37,Super Earth,1.1,0.0164,1.4,11.11798255,1273.77672,"['gravity', 'planet_type']"
K2-95 b,589,14.3,Neptune-like,3.8752,0.0696 AU,10.1 days,9.350580765,749.3166117,['gravity']
K2-97 b,2837,152.544,Gas Giant,10.6064,0.086 AU,8.4 days,13.31526819,1113.260141,['gravity']
K2-98 b,1717,32.2,Neptune-like,5.1968,0.0974 AU,10.1 days,11.70778279,1048.612615,['gravity']
K2-99 b,1704,308.266,Gas Giant,11.7152,0.1597 AU,18.3 days,22.05550489,948.9237604,['gravity']
K2-9 b,271,5.69,Neptune-like,2.2512,0.091 AU,18.4 days,11.02490605,537.7755636,['gravity']
Kappa Andromedae b,163,4327.1648,Gas Giant,12.32,55.0 AU,253.1 years,279.9450619,64.7373883,['speed']
Kappa Coronae Borealis b,98,689.626,Gas Giant,13.328,2.65 AU,3.5 years,38.12189228,225.5601942,['gravity']
Kapteyn c,13,7,Neptune-like,2.5424,0.311 AU,121.5 days,10.63410812,278.3310166,['gravity']
KELT-10 b,597,215.7862,Gas Giant,15.6688,0.0525 AU,4.2 days,8.630639648,1359.212963,['gravity']
KELT-11 b,324,54.3438,Gas Giant,15.12,0.06229 AU,4.7 days,2.334195418,1441.112774,['gravity']
KELT-12 b,1174,301.91,Gas Giant,19.936,0.06708 AU,5 days,7.459199786,1458.816089,['gravity']
KELT-14 b,868,408.0552,Gas Giant,19.5216,0.03005 AU,1.7 days,10.51426426,1922.087037,['gravity']
KELT-15 b,1069,416.318,Gas Giant,19.488,0.04613 AU,3.3 days,10.76419205,1520.011975,['gravity']
KELT-16 b,1469,873.95,Gas Giant,15.848,0.02044 AU,1 days,34.16869977,2222.585037,['gravity']
KELT-17 b,685,416.318,Gas Giant,17.08,0.04881 AU,3.1 days,14.01329443,1712.082186,['gravity']
KELT-18 b,1014,375.004,Gas Giant,17.584,0.0455 AU,2.9 days,11.90944001,1706.046616,['gravity']
KELT-19 A b,988,1293.446,Gas Giant,21.392,0.0637 AU,4.6 days,27.75468569,1505.771578,['gravity']
KELT-1 b,855,8653.694,Gas Giant,12.432,0.02466 AU,1.2 days,549.807073,2234.546111,[]
KELT-20 b,456,1074.7996,Gas Giant,19.4992,0.0542 AU,3.5 days,27.75777811,1683.870688,['gravity']
KELT-21 b,1354,1242.598,Gas Giant,17.7632,0.05224 AU,3.6 days,38.67043257,1577.895226,['gravity']
KELT-23 A b,409,298.0964,Gas Giant,14.8176,0.03302 AU,2.3 days,13.33189206,1561.085636,['gravity']
KELT-24 b,313,1646.204,Gas Giant,14.2464,0.06969 AU,5.6 days,79.64603785,1353.193591,['gravity']
KELT-2 A b,439,540.26,Gas Giant,15.12,0.05497 AU,4.1 days,23.20545152,1457.871933,['gravity']
KELT-3 b,689,616.532,Gas Giant,17.472,0.04123 AU,2.7 days,19.83175607,1660.454829,['gravity']
KELT-4 A b,685,286.6556,Gas Giant,19.0288,0.04317 AU,3 days,7.773711493,1564.725963,['gravity']
KELT-6 b,791,165.256,Gas Giant,14.56,0.07939 AU,7.8 days,7.65464894,1106.747868,['gravity']
KELT-6 c,791,1179.038,Gas Giant,12.992,2.39 AU,3.5 years,68.59091082,203.4297601,['gravity']
KELT-7 b,448,441.742,Gas Giant,17.92,0.04415 AU,2.7 days,13.50776429,1778.05192,['gravity']
KELT-8 b,648,209.748,Gas Giant,18.144,0.0455 AU,3.2 days,6.256371733,1546.104745,['gravity']
KELT-9 b,671,915.264,Gas Giant,21.1792,0.03462 AU,1.5 days,20.03632506,2509.650815,['gravity']
Kepler-1000 b,3017,20.3,Neptune-like,4.76,Unknown,120 days,8.797776475,31.37063519,"['gravity', 'speed']"
Kepler-1001 b,3291,10.1,Neptune-like,3.1472,Unknown,14.3 days,10.01298302,263.2500855,['gravity']
Kepler-1001 c,3291,3.11,Super Earth,1.578,Unknown,9.2 days,12.26414234,409.1821981,"['gravity', 'planet_type']"
Kepler-1002 b,1386,3.57,Super Earth,1.71,Unknown,4.3 days,11.98855352,875.4595866,"['gravity', 'planet_type']"
Kepler-1003 b,2848,3.82,Super Earth,1.78,Unknown,3.6 days,11.83897625,1045.68784,"['gravity', 'planet_type']"
Kepler-1004 b,3523,32.5,Neptune-like,6.272,Unknown,5.3 days,8.112637167,710.2785325,['gravity']
Kepler-1005 b,1680,2.86,Super Earth,1.5,Unknown,6.5 days,12.48171627,579.150188,"['gravity', 'planet_type']"
Kepler-1006 b,1618,2.99,Super Earth,1.54,Unknown,19.8 days,12.37999695,190.1250617,"['gravity', 'planet_type', 'speed']"
Kepler-1007 b,1191,2.67,Super Earth,1.44,Unknown,5.2 days,12.64378401,723.937735,"['gravity', 'planet_type']"
Kepler-1008 b,975,2.18,Super Earth,1.28,Unknown,12.4 days,13.06553945,303.5867921,"['gravity', 'planet_type']"
Kepler-1009 b,917,5.35,Neptune-like,2.17,Unknown,11.4 days,11.15642642,330.2172125,['gravity']
Kepler-100 b,1003,7.34,Super Earth,1.32,Unknown,6.9 days,41.36556768,545.5762641,"['gravity', 'planet_type']"
Kepler-100 c,1003,7.05,Neptune-like,2.2,Unknown,12.8 days,14.30324397,294.0997049,['gravity']
Kepler-100 d,1003,3,Super Earth,1.61,Unknown,35.3 days,11.36476066,106.6423859,"['gravity', 'planet_type', 'speed']"
Kepler-1010 b,1990,5.99,Neptune-like,2.3184,Unknown,34.3 days,10.94311284,109.7514934,"['gravity', 'speed']"
Kepler-1011 b,2805,8.6,Neptune-like,2.8672,Unknown,5.8 days,10.2724318,649.0476245,['gravity']
Kepler-1012 b,1370,2.21,Super Earth,1.29,Unknown,5.5 days,13.04078228,684.4502222,"['gravity', 'planet_type']"
Kepler-1013 b,1412,5.27,Neptune-like,2.15,Unknown,18.9 days,11.19501002,199.1786361,"['gravity', 'speed']"
Kepler-1014 b,2192,6.3,Neptune-like,2.3856,Unknown,16.6 days,10.8701638,226.775676,['gravity']
Kepler-1015 b,3040,12.3,Neptune-like,3.5504,Unknown,16 days,9.581672725,235.2797639,['gravity']
Kepler-1016 b,4042,5.39,Neptune-like,2.18,Unknown,2 days,11.13695768,1882.238111,['gravity']
Kepler-1016 c,4042,13.1,Neptune-like,3.6736,Unknown,105.7 days,9.531875344,35.61472301,"['gravity', 'speed']"
Kepler-1017 b,1807,4.62,Super Earth,1.99,Unknown,7.2 days,11.45583142,522.8439198,"['gravity', 'planet_type']"
Kepler-1018 b,2916,7.18,Neptune-like,2.576,Unknown,49.1 days,10.62486738,76.66957683,"['gravity', 'speed']"
Kepler-1019 b,646,2.73,Super Earth,1.46,Unknown,1.4 days,12.57615052,2688.911587,"['gravity', 'planet_type']"
